Spalte2	Spalte1
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester, Summer semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	3 semesters
Law, Economics and Social Sciences	Bachelor's degree • International Business Studies (BSc) • FAU Erlangen-Nürnberg • Nürnberg
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	6 semesters
Law, Economics and Social Sciences	Bachelor's degree • International Economic Studies (BSc) • FAU Erlangen-Nürnberg • Nürnberg
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	6 semesters
Law, Economics and Social Sciences	Master's degree • Economics (MSE) • FAU Erlangen-Nürnberg • Nürnberg
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	4 semesters
Law, Economics and Social Sciences	Master's degree • MSc Management • FAU Erlangen-Nürnberg • Nürnberg
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	4 semesters
Law, Economics and Social Sciences	Bachelor's degree • International Management (BA) • Osnabrück University of Applied Sciences • Osnabrück
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	6 semesters
Law, Economics and Social Sciences	Master's degree • International Business and Management (MA) • Osnabrück University of Applied Sciences • Osnabrück
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	4 semesters
Law, Economics and Social Sciences	Master's degree • Master's in Conflict Studies and Peacebuilding • Osnabrück University • Osnabrück
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Political Science
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	4 semesters
Law, Economics and Social Sciences	Master's degree • Economics • Osnabrück University • Osnabrück
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester, Summer semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	4 semesters
Law, Economics and Social Sciences	Master's degree • Management in Non-Profit Organisations • Osnabrück University of Applied Sciences • Osnabrück
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Law, Economics and Social Sciences in general
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	4 semesters
Law, Economics and Social Sciences	Master's degree • Master of Science in International Economics and Management • Paderborn University • Paderborn
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester, Summer semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	4 semesters
Law, Economics and Social Sciences	Master's degree • Master of Arts in Development Studies • University of Passau • Passau
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Social Science
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	4 semesters
Law, Economics and Social Sciences	Master's degree • Master of Science in International Economics and Business • University of Passau • Passau
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	4 semesters
Law, Economics and Social Sciences	Bachelor's degree • BA International Tourism Management / Health & Medical Tourism • Deggendorf Institute of Technology • Pfarrkirchen
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	7 semesters
Law, Economics and Social Sciences	Master's degree • MSc Digital Health • Deggendorf Institute of Technology • Pfarrkirchen
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Computer Science
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	3 semesters
Law, Economics and Social Sciences	Master's degree • MA International Tourism Development • Deggendorf Institute of Technology • Pfarrkirchen
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Summer semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	3 semesters
Law, Economics and Social Sciences	Bachelor's degree • BEng Industrial Engineering • Deggendorf Institute of Technology • Pfarrkirchen
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Engineering in general
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	7 semesters
Law, Economics and Social Sciences	Master's degree • MSc Global Public Health • Deggendorf Institute of Technology • Pfarrkirchen
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Medicine in general
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	3 semesters
Law, Economics and Social Sciences	Master's degree • National and International Administration and Policy with Fast-Track Doctoral Stream (MANIA) • University of Potsdam • Potsdam
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Public Administration
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester, Summer semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	4 semesters
Law, Economics and Social Sciences	Master's degree • Economic Policy and Quantitative Methods (EPQM) • University of Potsdam • Potsdam
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Law, Economics and Social Sciences in general
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	4 semesters
Law, Economics and Social Sciences	Master's degree • Master in European Studies • Universität Regensburg • Regensburg
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Law, Economics and Social Sciences in general
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	4 semesters
Law, Economics and Social Sciences	Master's degree • Economics • Universität Regensburg • Regensburg
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester, Summer semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	4 semesters
Law, Economics and Social Sciences	Master's degree • Master of Science in Wood Technology • Rosenheim Technical University of Applied Sciences • Rosenheim
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Forestry, Wood Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	3 semesters, 6 semesters
Law, Economics and Social Sciences	Master's degree • International Management, MA • Rosenheim Technical University of Applied Sciences • Rosenheim
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester, Summer semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	3 semesters
Law, Economics and Social Sciences	Master's degree • International Management • htw saar - University of Applied Sciences • Saarbrücken
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	4 semesters
Law, Economics and Social Sciences	Bachelor's degree • International Business • htw saar - University of Applied Sciences • Saarbrücken
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	6 semesters
Law, Economics and Social Sciences	Master's degree • Social Protection (MSc) • Hochschule Bonn-Rhein-Sieg • Sankt Augustin
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Social Science
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	3 semesters, 4 semesters
Law, Economics and Social Sciences	Master's degree • Marketing (MSc) • Hochschule Bonn-Rhein-Sieg • Sankt Augustin
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	3 semesters
Law, Economics and Social Sciences	Bachelor's degree • International Business (BSc) • Hochschule Bonn-Rhein-Sieg • Sankt Augustin
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	7 semesters
Law, Economics and Social Sciences	Master's degree • International Business and Economics (MA) • Schmalkalden University of Applied Sciences • Schmalkalden
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester, Summer semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	4 semesters
Law, Economics and Social Sciences	Bachelor's degree • International Business and Economics (BA) • Schmalkalden University of Applied Sciences • Schmalkalden
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester, Summer semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	6 semesters
Law, Economics and Social Sciences	Master's degree • Finance (MSc) • Schmalkalden University of Applied Sciences • Schmalkalden
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester, Summer semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	3 semesters
Law, Economics and Social Sciences	Bachelor's degree • BEng in Business and Engineering • Technical University of Applied Sciences Würzburg-Schweinfurt (THWS) • Schweinfurt
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Engineering in general
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	7 semesters
Law, Economics and Social Sciences	Master's degree • Roads to Democracies – Historical and Contemporary Perspectives on Politics and Culture • University of Siegen • Siegen
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Social Science
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	4 semesters
Law, Economics and Social Sciences	Master's degree • Economic Policy • University of Siegen • Siegen
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	4 semesters
Law, Economics and Social Sciences	Master's degree • Human Computer Interaction (HCI) • University of Siegen • Siegen
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Computer Science
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester, Summer semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	4 semesters
Law, Economics and Social Sciences	Bachelor's degree • Business Administration with Informatics • South Westphalia University of Applied Sciences • Soest
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	7 semesters
Law, Economics and Social Sciences	Master's degree • MSc Systems Engineering & Engineering Management • South Westphalia University of Applied Sciences • Soest
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Electrical Engineering
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester, Summer semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	3 semesters
Law, Economics and Social Sciences	Master's degree • MA International Management & Information Systems (IMIS) • South Westphalia University of Applied Sciences • Soest
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Summer semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	3 semesters
Law, Economics and Social Sciences	Master's degree • Tourism Development Strategies (TDS) • Stralsund University of Applied Sciences • Stralsund
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	2 semesters, 3 semesters, 4 semesters
Law, Economics and Social Sciences	Bachelor's degree • BA International Management Studies in the Baltic Sea Region (BMS) • Stralsund University of Applied Sciences • Stralsund
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	8 semesters
Law, Economics and Social Sciences	Master's degree • International Innovation Management (INNO) • Stralsund University of Applied Sciences • Stralsund
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	3 semesters, 4 semesters
Law, Economics and Social Sciences	Bachelor's degree • Bachelor's in Sustainable Management & Technology (BSMT) • Technical University Munich • Straubing
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	6 semesters
Law, Economics and Social Sciences	Master's degree • Master's in Sustainable Management & Technology (MSMT) • Technical University Munich • Straubing
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester, Summer semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	4 semesters
Law, Economics and Social Sciences	Bachelor's degree • E-Commerce • Rosenheim Technical University of Applied Sciences • Traunstein
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	7 semesters
Law, Economics and Social Sciences	Master's degree • Advanced Industrial Engineering • Rosenheim Technical University of Applied Sciences • Traunstein
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Industrial Engineering
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	3 semesters, 6 semesters
Law, Economics and Social Sciences	Master's degree • Master of Science in Economics • Trier University • Trier
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester, Summer semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	4 semesters
Law, Economics and Social Sciences	Master's degree • Master of Arts in International Economics and Public Policy (MA IEPP) • Trier University • Trier
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Political Science
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester, Summer semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	4 semesters
Law, Economics and Social Sciences	Master's degree • Master of Science in Applied Statistics • Trier University • Trier
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Law, Economics and Social Sciences in general
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester, Summer semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	4 semesters
Law, Economics and Social Sciences	Master's degree • Master of Arts in European and East Asian Governance • Trier University • Trier
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Political Science
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester, Summer semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	4 semesters
Law, Economics and Social Sciences	Bachelor's degree • International Business (BA) • Trier University of Applied Sciences • Trier
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	7 semesters
Law, Economics and Social Sciences	Bachelor's degree • International Business BA, full-time • Ostbayerische Technische Hochschule Amberg-Weiden (OTH) • Weiden in der Oberpfalz
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester, Summer semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	7 semesters
Law, Economics and Social Sciences	Master's degree • International Management & Sustainability MA, full-time • Ostbayerische Technische Hochschule Amberg-Weiden (OTH) • Weiden in der Oberpfalz
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Business and Economics
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester, Summer semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	3 semesters
Law, Economics and Social Sciences	Bachelor's degree • Digital Technology and Management BSc, full-time • Ostbayerische Technische Hochschule Amberg-Weiden (OTH) • Weiden in der Oberpfalz
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Industrial Engineering
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester, Summer semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	7 semesters
Law, Economics and Social Sciences	Master's degree • European Urban Studies (EUS) • Bauhaus-Universität Weimar • Weimar
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Town and Country Planning
Law, Economics and Social Sciences	Beginning
Law, Economics and Social Sciences	Winter semester
Law, Economics and Social Sciences	Tuition fees per semester
Law, Economics and Social Sciences	none
Law, Economics and Social Sciences	Language
Law, Economics and Social Sciences	English
Law, Economics and Social Sciences	Duration
Law, Economics and Social Sciences	4 semesters
Law, Economics and Social Sciences	Master's degree • Technology and Innovation Management • Harz University of Applied Sciences • Wernigerode
filler	University
Law, Economics and Social Sciences	Subject
Law, Economics and Social Sciences	Engineering in general
Law, Economics and Social Sciences	Beginning
